"flujo_codigo";"flujo_nombre";"periodo_anio";"periodo_mes";"pais_codigo";"pais_nombre";"taric";"euros";"kilos";
"E";"Exportación";"2022";"";"660";"Afganistán";"90";"3890";"260";
"E";"Exportación";"2022";"";"660";"Afganistán";"95";"291,66";"2,19";
"E";"Exportación";"2022";"";"660";"Afganistán";"99";"198,43";"7,5";
"E";"Exportación";"2021";"";"660";"Afganistán";"90";"92613,69";"1152,85";
"E";"Exportación";"2021";"";"660";"Afganistán";"94";"420,32";"10";
"E";"Exportación";"2021";"";"660";"Afganistán";"95";"55,27";"0,61";
"E";"Exportación";"2021";"";"660";"Afganistán";"96";"72986,3";"15942,4";
"E";"Exportación";"2021";"";"660";"Afganistán";"99";"800,49";"78,11";
"E";"Exportación";"2020";"";"660";"Afganistán";"90";"107882,1";"1503,5";
"E";"Exportación";"2020";"";"660";"Afganistán";"91";"136,36";"1";
"E";"Exportación";"2020";"";"660";"Afganistán";"99";"267156,11";"7794,07";
"E";"Exportación";"2019";"";"660";"Afganistán";"90";"51392,66";"855";
"E";"Exportación";"2019";"";"660";"Afganistán";"99";"422258,79";"10427,48";
"E";"Exportación";"2022";"";"070";"Albania";"90";"548293,06";"4434,84";
"E";"Exportación";"2022";"";"070";"Albania";"91";"6627,89";"212,23";
"E";"Exportación";"2022";"";"070";"Albania";"92";"6329,85";"39";
"E";"Exportación";"2022";"";"070";"Albania";"94";"5320436,6";"1130250,28";
"E";"Exportación";"2022";"";"070";"Albania";"95";"295326,66";"40667,72";
"E";"Exportación";"2022";"";"070";"Albania";"96";"440012,43";"32575,44";
"E";"Exportación";"2022";"";"070";"Albania";"99";"1753117,87";"450401,94";
"E";"Exportación";"2021";"";"070";"Albania";"90";"254267,41";"1338,67";
"E";"Exportación";"2021";"";"070";"Albania";"91";"23353,89";"254,1";
"E";"Exportación";"2021";"";"070";"Albania";"92";"15510";"286";
"E";"Exportación";"2021";"";"070";"Albania";"93";"79243";"838,54";
"E";"Exportación";"2021";"";"070";"Albania";"94";"1690179,77";"386956,14";
"E";"Exportación";"2021";"";"070";"Albania";"95";"313546,38";"34472,68";
"E";"Exportación";"2021";"";"070";"Albania";"96";"238540,06";"23320,83";
"E";"Exportación";"2021";"";"070";"Albania";"99";"2337975,5";"300194,73";
"E";"Exportación";"2020";"";"070";"Albania";"90";"239091,71";"2237,45";
"E";"Exportación";"2020";"";"070";"Albania";"91";"9896,45";"27,84";
"E";"Exportación";"2020";"";"070";"Albania";"93";"173,41";"1";
"E";"Exportación";"2020";"";"070";"Albania";"94";"1591915,18";"513386,62";
"E";"Exportación";"2020";"";"070";"Albania";"95";"173423,14";"17128,42";
"E";"Exportación";"2020";"";"070";"Albania";"96";"330213,43";"30108,80";
"E";"Exportación";"2020";"";"070";"Albania";"99";"2052266,35";"455379,89";
"E";"Exportación";"2019";"";"070";"Albania";"90";"189994,8";"2457,12";
"E";"Exportación";"2019";"";"070";"Albania";"91";"47356,13";"692,70";
"E";"Exportación";"2019";"";"070";"Albania";"94";"501423,55";"121192,29";
"E";"Exportación";"2019";"";"070";"Albania";"95";"195391,46";"15922,43";
"E";"Exportación";"2019";"";"070";"Albania";"96";"161292,37";"13445,61";
"E";"Exportación";"2019";"";"070";"Albania";"99";"1614870,29";"195690,40";
"E";"Exportación";"2022";"";"004";"Alemania";"90";"329205499,62";"4438389,10";
"E";"Exportación";"2022";"";"004";"Alemania";"91";"22759525,69";"130395,33";
"E";"Exportación";"2022";"";"004";"Alemania";"92";"6847062,85";"148708,68";
"E";"Exportación";"2022";"";"004";"Alemania";"93";"13930230,46";"1298124,81";
"E";"Exportación";"2022";"";"004";"Alemania";"94";"249020138,17";"32788047,82";
"E";"Exportación";"2022";"";"004";"Alemania";"95";"116031777,88";"11902270,80";
"E";"Exportación";"2022";"";"004";"Alemania";"96";"38421452,48";"3648620,78";
"E";"Exportación";"2022";"";"004";"Alemania";"97";"2866782,6";"22833,67";
"E";"Exportación";"2022";"";"004";"Alemania";"98";"563680,24";"137870,12";
"E";"Exportación";"2022";"";"004";"Alemania";"99";"122853574,84";"107435903,63";
"E";"Exportación";"2021";"";"004";"Alemania";"90";"335019282,83";"5001465,05";
"E";"Exportación";"2021";"";"004";"Alemania";"91";"19243388,8";"171105,03";
"E";"Exportación";"2021";"";"004";"Alemania";"92";"8312036,58";"233996,45";
"E";"Exportación";"2021";"";"004";"Alemania";"93";"10216826,96";"935971,7";
"E";"Exportación";"2021";"";"004";"Alemania";"94";"276430653,69";"39906167,01";
"E";"Exportación";"2021";"";"004";"Alemania";"95";"143731347,52";"15844204,07";
"E";"Exportación";"2021";"";"004";"Alemania";"96";"37594904,78";"3927995,8";
"E";"Exportación";"2021";"";"004";"Alemania";"97";"4756791,12";"8971,91";
"E";"Exportación";"2021";"";"004";"Alemania";"98";"432453,12";"189620";
"E";"Exportación";"2021";"";"004";"Alemania";"99";"102021096,54";"131955366,40";
