"flujo_codigo";"flujo_nombre";"periodo_anio";"periodo_mes";"pais_codigo";"pais_nombre";"taric";"euros";"kilos";
"E";"Exportación";"2022";"";"660";"Afganistán";"71";"59,08";"0,5";
"E";"Exportación";"2022";"";"660";"Afganistán";"72";"62983,67";"103275";
"E";"Exportación";"2022";"";"660";"Afganistán";"84";"205432,86";"13721,59";
"E";"Exportación";"2021";"";"660";"Afganistán";"73";"67316,25";"2177";
"E";"Exportación";"2021";"";"660";"Afganistán";"82";"45064,53";"420";
"E";"Exportación";"2021";"";"660";"Afganistán";"84";"86760,68";"81503";
"E";"Exportación";"2021";"";"660";"Afganistán";"85";"1341702,01";"407572,5";
"E";"Exportación";"2021";"";"660";"Afganistán";"87";"4212947,91";"587600";
"E";"Exportación";"2020";"";"660";"Afganistán";"71";"105,72";"0,5";
"E";"Exportación";"2020";"";"660";"Afganistán";"84";"1456037,84";"113168,08";
"E";"Exportación";"2020";"";"660";"Afganistán";"85";"748616,68";"211138,5";
"E";"Exportación";"2020";"";"660";"Afganistán";"86";"1536";"7680";
"E";"Exportación";"2020";"";"660";"Afganistán";"87";"3331280,9";"471799";
"E";"Exportación";"2019";"";"660";"Afganistán";"71";"79,67";"0,24";
"E";"Exportación";"2019";"";"660";"Afganistán";"73";"7542,05";"3137,8";
"E";"Exportación";"2019";"";"660";"Afganistán";"74";"171,08";"0,5";
"E";"Exportación";"2019";"";"660";"Afganistán";"83";"420";"15";
"E";"Exportación";"2019";"";"660";"Afganistán";"84";"407271,06";"37645";
"E";"Exportación";"2019";"";"660";"Afganistán";"85";"172077,48";"1821,5";
"E";"Exportación";"2019";"";"660";"Afganistán";"87";"147,5";"0,5";
"E";"Exportación";"2022";"";"070";"Albania";"71";"9650,24";"113,68";
"E";"Exportación";"2022";"";"070";"Albania";"72";"1634256,04";"1102369,22";
"E";"Exportación";"2022";"";"070";"Albania";"73";"571894,33";"73458,28";
"E";"Exportación";"2022";"";"070";"Albania";"74";"121344,26";"16956,72";
"E";"Exportación";"2022";"";"070";"Albania";"76";"1993019,96";"241767,74";
"E";"Exportación";"2022";"";"070";"Albania";"82";"150134,24";"14850,20";
"E";"Exportación";"2022";"";"070";"Albania";"83";"225758,83";"18617,95";
"E";"Exportación";"2022";"";"070";"Albania";"84";"5339934,24";"718947,27";
"E";"Exportación";"2022";"";"070";"Albania";"85";"4321417,67";"550613,11";
"E";"Exportación";"2022";"";"070";"Albania";"86";"127406,16";"1918,7";
"E";"Exportación";"2022";"";"070";"Albania";"87";"3040558,85";"520822,55";
"E";"Exportación";"2022";"";"070";"Albania";"89";"88000";"3400";
"E";"Exportación";"2021";"";"070";"Albania";"71";"19866,25";"773,44";
"E";"Exportación";"2021";"";"070";"Albania";"72";"170737,12";"153016,68";
"E";"Exportación";"2021";"";"070";"Albania";"73";"410922,86";"364155,55";
"E";"Exportación";"2021";"";"070";"Albania";"74";"81652,89";"13807,48";
"E";"Exportación";"2021";"";"070";"Albania";"76";"1062254,9";"253913,38";
"E";"Exportación";"2021";"";"070";"Albania";"78";"177760,01";"155836";
"E";"Exportación";"2021";"";"070";"Albania";"79";"192,66";"5,79";
"E";"Exportación";"2021";"";"070";"Albania";"81";"1179,18";"2993";
"E";"Exportación";"2021";"";"070";"Albania";"82";"129009,46";"6991,93";
"E";"Exportación";"2021";"";"070";"Albania";"83";"92883,64";"4777,67";
"E";"Exportación";"2021";"";"070";"Albania";"84";"2553356,04";"211676,79";
"E";"Exportación";"2021";"";"070";"Albania";"85";"1047686,27";"55857,77";
"E";"Exportación";"2021";"";"070";"Albania";"86";"3313,2";"35";
"E";"Exportación";"2021";"";"070";"Albania";"87";"1221724,91";"421859,90";
"E";"Exportación";"2020";"";"070";"Albania";"71";"9296,1";"191,76";
"E";"Exportación";"2020";"";"070";"Albania";"72";"640448,77";"723368";
"E";"Exportación";"2020";"";"070";"Albania";"73";"433895,18";"372413,95";
"E";"Exportación";"2020";"";"070";"Albania";"74";"43760,59";"3394,28";
"E";"Exportación";"2020";"";"070";"Albania";"76";"563939,18";"152989,56";
"E";"Exportación";"2020";"";"070";"Albania";"82";"84660,34";"3862,15";
"E";"Exportación";"2020";"";"070";"Albania";"83";"134193,16";"15246,37";
"E";"Exportación";"2020";"";"070";"Albania";"84";"2483312,53";"248568,32";
"E";"Exportación";"2020";"";"070";"Albania";"85";"969698,19";"62330,62";
"E";"Exportación";"2020";"";"070";"Albania";"86";"2230,38";"388,9";
"E";"Exportación";"2020";"";"070";"Albania";"87";"854089,63";"185691,88";
"E";"Exportación";"2019";"";"070";"Albania";"71";"8540,34";"148,14";
"E";"Exportación";"2019";"";"070";"Albania";"72";"788949,11";"869707";
"E";"Exportación";"2019";"";"070";"Albania";"73";"258781,83";"161711,92";
"E";"Exportación";"2019";"";"070";"Albania";"74";"64635,83";"2973,13";
"E";"Exportación";"2019";"";"070";"Albania";"75";"123,7";"0,34";
"E";"Exportación";"2019";"";"070";"Albania";"76";"847506,1";"174223,93";
"E";"Exportación";"2019";"";"070";"Albania";"82";"126893,03";"7515,65";
"E";"Exportación";"2019";"";"070";"Albania";"83";"356367,6";"21233,17";
"E";"Exportación";"2019";"";"070";"Albania";"84";"1753451,39";"194314,51";
"E";"Exportación";"2019";"";"070";"Albania";"85";"2276546,32";"156252,23";
"E";"Exportación";"2019";"";"070";"Albania";"86";"14531,09";"386";
"E";"Exportación";"2019";"";"070";"Albania";"87";"934726,62";"234877,13";
"E";"Exportación";"2022";"";"004";"Alemania";"71";"56485498,49";"634802,61";
"E";"Exportación";"2022";"";"004";"Alemania";"72";"1373782338,54";"630961024,76";
"E";"Exportación";"2022";"";"004";"Alemania";"73";"1156408864,94";"374074442,68";
"E";"Exportación";"2022";"";"004";"Alemania";"74";"324313333,28";"41725441,68";
"E";"Exportación";"2022";"";"004";"Alemania";"75";"9660427,07";"601983,21";
"E";"Exportación";"2022";"";"004";"Alemania";"76";"885369398,07";"188066153,26";
"E";"Exportación";"2022";"";"004";"Alemania";"78";"1942314,04";"673138,66";
"E";"Exportación";"2022";"";"004";"Alemania";"79";"199947022,05";"56469546,89";
"E";"Exportación";"2022";"";"004";"Alemania";"80";"9110752,88";"343595,44";
"E";"Exportación";"2022";"";"004";"Alemania";"81";"18488785,94";"2183083,80";
"E";"Exportación";"2022";"";"004";"Alemania";"82";"115244172,37";"11914540,90";
"E";"Exportación";"2022";"";"004";"Alemania";"83";"175810765,81";"19940221,12";
"E";"Exportación";"2022";"";"004";"Alemania";"84";"2192526453,76";"225756402,45";
"E";"Exportación";"2022";"";"004";"Alemania";"85";"2366863789,63";"173870057,29";
"E";"Exportación";"2022";"";"004";"Alemania";"86";"104291526,53";"10696309,11";
"E";"Exportación";"2022";"";"004";"Alemania";"87";"10063922907,26";"924497398,40";
