"flujo_codigo";"flujo_nombre";"periodo_anio";"periodo_mes";"pais_codigo";"pais_nombre";"taric";"euros";"kilos";
"I";"Importación";"2023";"";"660";"Afganistán";"08";"518439,73";"120250";
"I";"Importación";"2023";"";"660";"Afganistán";"0802";"515889,73";"117250";
"I";"Importación";"2023";"";"660";"Afganistán";"0806";"2550";"3000";
"I";"Importación";"2022";"";"660";"Afganistán";"08";"603337,78";"117520";
"I";"Importación";"2022";"";"660";"Afganistán";"0802";"603337,78";"117520";
"I";"Importación";"2021";"";"660";"Afganistán";"08";"550245,28";"128390";
"I";"Importación";"2021";"";"660";"Afganistán";"0802";"550245,28";"128390";
"I";"Importación";"2020";"";"660";"Afganistán";"08";"140261,84";"68345";
"I";"Importación";"2020";"";"660";"Afganistán";"0802";"31028,56";"970";
"I";"Importación";"2020";"";"660";"Afganistán";"0806";"109233,28";"67375";
"I";"Importación";"2019";"";"660";"Afganistán";"08";"788248,1";"411684";
"I";"Importación";"2019";"";"660";"Afganistán";"0802";"188442,17";"42184";
"I";"Importación";"2019";"";"660";"Afganistán";"0806";"599805,93";"369500";
"I";"Importación";"2023";"";"070";"Albania";"08";"22117";"13010";
"I";"Importación";"2023";"";"070";"Albania";"0813";"22117";"13010";
"I";"Importación";"2022";"";"070";"Albania";"08";"8000";"5000";
"I";"Importación";"2022";"";"070";"Albania";"0813";"8000";"5000";
"I";"Importación";"2021";"";"070";"Albania";"08";"8500";"5000";
"I";"Importación";"2021";"";"070";"Albania";"0813";"8500";"5000";
"I";"Importación";"2020";"";"070";"Albania";"08";"11135";"6550";
"I";"Importación";"2020";"";"070";"Albania";"0813";"11135";"6550";
"I";"Importación";"2019";"";"070";"Albania";"08";"1250";"1000";
"I";"Importación";"2019";"";"070";"Albania";"0802";"1250";"1000";
"I";"Importación";"2023";"";"004";"Alemania";"08";"91282885,34";"20071147,84";
"I";"Importación";"2023";"";"004";"Alemania";"0801";"15624306,19";"1836075,74";
"I";"Importación";"2023";"";"004";"Alemania";"0802";"42789403,57";"5692011,14";
"I";"Importación";"2023";"";"004";"Alemania";"0803";"183375,65";"37187,48";
"I";"Importación";"2023";"";"004";"Alemania";"0804";"1602586,8";"229313,85";
"I";"Importación";"2023";"";"004";"Alemania";"0805";"1723838,24";"1480525,33";
"I";"Importación";"2023";"";"004";"Alemania";"0806";"1356259,23";"522150,04";
"I";"Importación";"2023";"";"004";"Alemania";"0807";"45770,28";"42071,4";
"I";"Importación";"2023";"";"004";"Alemania";"0808";"4845576,29";"5037964,38";
"I";"Importación";"2023";"";"004";"Alemania";"0809";"176922,64";"78856,8";
"I";"Importación";"2023";"";"004";"Alemania";"0810";"6276630,47";"1264769,66";
"I";"Importación";"2023";"";"004";"Alemania";"0811";"6342922,09";"2337099,31";
"I";"Importación";"2023";"";"004";"Alemania";"0812";"346069,35";"87503,42";
"I";"Importación";"2023";"";"004";"Alemania";"0813";"9964908,57";"1424994,68";
"I";"Importación";"2023";"";"004";"Alemania";"0814";"4315,97";"624,6";
"I";"Importación";"2022";"";"004";"Alemania";"08";"81323227,79";"15233367,83";
"I";"Importación";"2022";"";"004";"Alemania";"0801";"10491790,59";"1338078,29";
"I";"Importación";"2022";"";"004";"Alemania";"0802";"46296526,38";"6416423,35";
"I";"Importación";"2022";"";"004";"Alemania";"0803";"99315,07";"27322,38";
"I";"Importación";"2022";"";"004";"Alemania";"0804";"759825,66";"763194,77";
"I";"Importación";"2022";"";"004";"Alemania";"0805";"592554,2";"375056,75";
"I";"Importación";"2022";"";"004";"Alemania";"0806";"618376,25";"310088";
"I";"Importación";"2022";"";"004";"Alemania";"0807";"229997,21";"422937,1";
"I";"Importación";"2022";"";"004";"Alemania";"0808";"885734,7";"1140811,15";
"I";"Importación";"2022";"";"004";"Alemania";"0809";"291033,76";"84453";
"I";"Importación";"2022";"";"004";"Alemania";"0810";"4687341,05";"920216,09";
"I";"Importación";"2022";"";"004";"Alemania";"0811";"6091377,57";"1888484,35";
"I";"Importación";"2022";"";"004";"Alemania";"0812";"7335,62";"1699,34";
"I";"Importación";"2022";"";"004";"Alemania";"0813";"10159992,6";"1304573,56";
"I";"Importación";"2022";"";"004";"Alemania";"0814";"112027,13";"240029,7";
"I";"Importación";"2021";"";"004";"Alemania";"08";"55792923,18";"13760202,79";
"I";"Importación";"2021";"";"004";"Alemania";"0801";"6459161,97";"862227,59";
"I";"Importación";"2021";"";"004";"Alemania";"0802";"27886713,34";"4240777,35";
"I";"Importación";"2021";"";"004";"Alemania";"0803";"157127,1";"10176,86";
"I";"Importación";"2021";"";"004";"Alemania";"0804";"1752968,23";"1387891,74";
"I";"Importación";"2021";"";"004";"Alemania";"0805";"1639132,52";"1626588,84";
"I";"Importación";"2021";"";"004";"Alemania";"0806";"1569192,92";"776352,33";
"I";"Importación";"2021";"";"004";"Alemania";"0807";"72056,37";"96250,57";
"I";"Importación";"2021";"";"004";"Alemania";"0808";"671768,5";"778291,95";
"I";"Importación";"2021";"";"004";"Alemania";"0809";"87919,68";"21660,16";
"I";"Importación";"2021";"";"004";"Alemania";"0810";"3495382,68";"807848,62";
"I";"Importación";"2021";"";"004";"Alemania";"0811";"4603952,25";"1916391,5";
"I";"Importación";"2021";"";"004";"Alemania";"0812";"97759,3";"37431,81";
"I";"Importación";"2021";"";"004";"Alemania";"0813";"7276854,73";"1194536,47";
"I";"Importación";"2021";"";"004";"Alemania";"0814";"22933,59";"3777";
"I";"Importación";"2020";"";"004";"Alemania";"08";"68911064,88";"16233693,75";
"I";"Importación";"2020";"";"004";"Alemania";"0801";"6997481,18";"795368,6";
"I";"Importación";"2020";"";"004";"Alemania";"0802";"29661825,65";"4166529,76";
"I";"Importación";"2020";"";"004";"Alemania";"0803";"48521,9";"27499,34";
"I";"Importación";"2020";"";"004";"Alemania";"0804";"678857,51";"369211,17";
"I";"Importación";"2020";"";"004";"Alemania";"0805";"1396062,72";"1559930,79";
"I";"Importación";"2020";"";"004";"Alemania";"0806";"2165501,78";"1134198,21";
"I";"Importación";"2020";"";"004";"Alemania";"0807";"226951,78";"256928";
"I";"Importación";"2020";"";"004";"Alemania";"0808";"693563,46";"926413,68";
"I";"Importación";"2020";"";"004";"Alemania";"0809";"142606,79";"50326,66";
"I";"Importación";"2020";"";"004";"Alemania";"0810";"15272440,43";"3803039,99";
"I";"Importación";"2020";"";"004";"Alemania";"0811";"3973971,65";"1951208,45";
"I";"Importación";"2020";"";"004";"Alemania";"0812";"116722,93";"32885,85";
"I";"Importación";"2020";"";"004";"Alemania";"0813";"7476315,71";"1136167,56";
"I";"Importación";"2020";"";"004";"Alemania";"0814";"60241,39";"23985,7";
"I";"Importación";"2019";"";"004";"Alemania";"08";"54777924,96";"13487814,01";
"I";"Importación";"2019";"";"004";"Alemania";"0801";"7233271,85";"866228,19";
"I";"Importación";"2019";"";"004";"Alemania";"0802";"28452836,65";"4044034,26";
"I";"Importación";"2019";"";"004";"Alemania";"0803";"31047,85";"5061,71";
"I";"Importación";"2019";"";"004";"Alemania";"0804";"483201,4";"197083,5";
"I";"Importación";"2019";"";"004";"Alemania";"0805";"1768075,6";"2752622,36";
"I";"Importación";"2019";"";"004";"Alemania";"0806";"1932845,46";"931963,82";
"I";"Importación";"2019";"";"004";"Alemania";"0807";"151347,79";"185612";
"I";"Importación";"2019";"";"004";"Alemania";"0808";"400391,28";"669033,56";
"I";"Importación";"2019";"";"004";"Alemania";"0809";"219696,69";"140348,22";
"I";"Importación";"2019";"";"004";"Alemania";"0810";"3087625,71";"487257,93";
"I";"Importación";"2019";"";"004";"Alemania";"0811";"3092314,03";"1454107,39";
"I";"Importación";"2019";"";"004";"Alemania";"0812";"8820,91";"2158,6";
"I";"Importación";"2019";"";"004";"Alemania";"0813";"7894098,74";"1745972,47";
"I";"Importación";"2019";"";"004";"Alemania";"0814";"22351";"6330";
"I";"Importación";"2023";"";"330";"Angola";"08";"319791,81";"334981,6";
"I";"Importación";"2023";"";"330";"Angola";"0803";"184744,8";"297432";
"I";"Importación";"2023";"";"330";"Angola";"0804";"1850";"819";
"I";"Importación";"2023";"";"330";"Angola";"0808";"2829,04";"1616,6";
"I";"Importación";"2023";"";"330";"Angola";"0810";"130367,97";"35114";
"I";"Importación";"2022";"";"330";"Angola";"08";"294510,93";"118804,84";
"I";"Importación";"2022";"";"330";"Angola";"0803";"15334";"22119";
"I";"Importación";"2022";"";"330";"Angola";"0804";"278,64";"95";
"I";"Importación";"2022";"";"330";"Angola";"0805";"4047";"504";
"I";"Importación";"2022";"";"330";"Angola";"0807";"135180,86";"56414,11";
"I";"Importación";"2022";"";"330";"Angola";"0810";"139670,43";"39672,73";
"I";"Importación";"2021";"";"330";"Angola";"08";"27972,82";"7830";
"I";"Importación";"2021";"";"330";"Angola";"0803";"738,72";"972";
"I";"Importación";"2021";"";"330";"Angola";"0810";"27234,1";"6858";
"I";"Importación";"2020";"";"330";"Angola";"08";"544608";"999960";
"I";"Importación";"2020";"";"330";"Angola";"0803";"540000";"999000";
"I";"Importación";"2020";"";"330";"Angola";"0810";"4608";"960";
